26.3856,8.35331,0,0,0.100142
26.405,8.35238,0,0,0.200244
26.3931,8.34065,0,0,0.300313
26.1689,8.29765,0,0,0.400382
26.4013,8.34172,0,0,0.500451
26.4337,8.3794,0,0,0.600518
26.4358,8.3746,0,0,0.700584
26.4089,8.34714,0,0,0.800652
26.4027,8.34944,0,0,0.900718
26.4228,8.36284,0,0,1.00079
26.1672,8.2847,0,0,1.10085
26.4195,8.35942,0,0,1.20092
26.4006,8.33953,0,0,1.30099
26.3877,8.32587,0,0,1.40105
26.3884,8.33739,0,0,1.50112
26.4243,8.36033,0,0,1.60119
26.1473,8.2732,0,0,1.70125
26.4495,8.3685,0,0,1.8072
26.4245,8.36207,0,0,1.90727
26.4203,8.35598,0,0,2.00734
26.4313,8.36439,0,0,2.10736
26.1342,8.25009,0,0,2.20743
26.407,8.35035,0,0,2.3075
26.4267,8.35729,0,0,2.40756
26.4347,8.37551,0,0,2.50763
26.4509,8.3871,0,0,2.6077
26.4379,8.37109,0,0,2.70776
26.164,8.28165,0,0,2.80783
26.4145,8.35508,0,0,2.90789
26.4262,8.35439,0,0,3.00796
26.4242,8.36362,0,0,3.10803
26.4313,8.36979,0,0,3.2081
26.4231,8.36316,0,0,3.30816
26.1583,8.27632,0,0,3.40823
26.4302,8.36881,0,0,3.50829
26.4291,8.37069,0,0,3.60836
26.3802,8.32762,0,0,3.70843
26.4058,8.345,0,0,3.8085
26.4131,8.35081,0,0,3.90856
26.1357,8.25573,0,0,4.00863
26.41,8.35051,0,0,4.1087
26.397,8.33807,0,0,4.20876
26.4001,8.33938,0,0,4.30883
26.397,8.33273,0,0,4.4089
26.416,8.35005,0,0,4.50896
26.1391,8.26335,0,0,4.60903
26.4003,8.33953,0,0,4.7091
26.4089,8.34859,0,0,4.80916
26.4055,8.34463,0,0,4.90923
26.4218,8.35622,0,0,5.0093
22.7418,4.69786,0,0,5.1094
